user_id,subscription_date,recipe_section_pageviews,food_section_pageviews,fashion_section_pageviews,beauty_section_pageviews,news_section_pageviews,Last sub date,date diff,per day visits-recipe,per day visit-food,per day visit- fashion,per day visit-beauty,per day visit- news,List,Recipe,Other
1060623,10/19/2012,0,1,1,0,1,9/29/2020,2902,0,0.00034459,0.00034459,0,0.00034459,,,1
1060631,10/19/2012,0,3,3,0,2,9/29/2020,2902,0,0.00103377,0.00103377,0,0.00068918,2,,1
1060754,10/19/2012,0,4,4,0,5,9/29/2020,2902,0,0.00137836,0.00137836,0,0.00172295,4,,0
1060847,6/20/2018,0,1,0,0,0,9/29/2020,832,0,0.001201923,0,0,0,1,,0
1060934,10/20/2012,0,6,0,0,8,9/29/2020,2901,0,0.002068252,0,0,0.00275767,6,,0
1061067,10/20/2012,3,0,0,0,0,9/29/2020,2901,0.001034126,0,0,0,0,1,2,0
1061126,3/23/2015,2,1,0,1,4,9/29/2020,2017,0.000991572,0.000495786,0,0.000495786,0.001983143,1,2,0
1061139,10/20/2012,0,3,0,0,1,9/29/2020,2901,0,0.001034126,0,0,0.000344709,3,,0
1061313,5/17/2016,0,1,0,0,0,9/29/2020,1596,0,0.000626566,0,0,0,1,,0
1061698,10/22/2012,2,2,0,0,0,9/29/2020,2899,0.000689893,0.000689893,0,0,0,2,2,0
1061898,10/23/2012,0,2,0,0,3,9/29/2020,2898,0,0.000690131,0,0,0.001035197,2,,0
1061952,10/16/2020,2,0,0,0,0,9/29/2020,#NUM!,0,0,0,0,0,1,1,0
1062019,10/23/2012,7,2,0,0,4,9/29/2020,2898,0.002415459,0.000690131,0,0,0.001380262,2,7,0
1062392,9/25/2017,0,1,0,1,0,9/29/2020,1100,0,0.000909091,0,0.000909091,0,1,,0
1062526,10/25/2012,9,12,0,0,0,9/29/2020,2896,0.003107735,0.004143646,0,0,0,12,9,0
1062566,10/25/2012,0,1,0,0,0,9/29/2020,2896,0,0.000345304,0,0,0,1,,0
1062737,8/27/2014,0,7,6,6,13,9/29/2020,2225,0,0.003146067,0.002696629,0.002696629,0.005842697,4,,3
1062793,10/25/2012,1,0,0,0,1,9/29/2020,2896,0.000345304,0,0,0,0.000345304,,1,0
1062819,10/25/2012,0,1,3,0,16,9/29/2020,2896,0,0.000345304,0.001035912,0,0.005524862,1,,0
1062939,10/26/2012,2,0,0,0,1,9/29/2020,2895,0.000690846,0,0,0,0.000345423,2,,0
1062977,10/26/2012,1,0,1,0,1,9/29/2020,2895,0.000345423,0,0.000345423,0,0.000345423,,1,0
1063005,10/26/2012,1,0,0,0,1,9/29/2020,2895,0.000345423,0,0,0,0.000345423,,1,0
1063134,10/27/2012,3,1,1,0,0,9/29/2020,2894,0.001036628,0.000345543,0.000345543,0,0,,3,1
1063185,10/27/2012,1,1,0,0,0,9/29/2020,2894,0.000345543,0.000345543,0,0,0,1,1,0
1063476,10/28/2012,1,33,1,0,0,9/29/2020,2893,0.000345662,0.011406844,0.000345662,0,0,2,1,31
1063783,10/29/2012,4,5,2,0,6,9/29/2020,2892,0.001383126,0.001728907,0.000691563,0,0.002074689,5,4,0
1063969,10/30/2012,0,6,0,0,0,9/29/2020,2891,0,0.002075406,0,0,0,6,,0
1064048,10/30/2012,0,1,0,0,0,9/29/2020,2891,0,0.000345901,0,0,0,1,,0
1064318,1/10/2020,2,1,0,2,5,9/29/2020,263,0.007604563,0.003802281,0,0.007604563,0.019011407,1,2,0
1064365,10/31/2012,1,1,1,0,0,9/29/2020,2890,0.000346021,0.000346021,0.000346021,0,0,1,1,0
1064367,10/31/2012,1,0,0,0,6,9/29/2020,2890,0.000346021,0,0,0,0.002076125,,1,0
1064386,10/31/2012,0,1,0,0,2,9/29/2020,2890,0,0.000346021,0,0,0.000692042,1,,0
1064401,10/31/2012,2,4,0,0,1,9/29/2020,2890,0.000692042,0.001384083,0,0,0.000346021,4,2,0
1064406,10/31/2012,0,1,0,0,0,9/29/2020,2890,0,0.000346021,0,0,0,1,,0
1064431,10/31/2012,4,2,4,0,19,9/29/2020,2890,0.001384083,0.000692042,0.001384083,0,0.006574394,,4,2
1064453,10/31/2012,8,4,0,0,3,9/29/2020,2890,0.002768166,0.001384083,0,0,0.001038062,4,8,0
1064463,10/31/2012,0,2,0,0,0,9/29/2020,2890,0,0.000692042,0,0,0,2,,0
1064476,10/31/2012,0,1,2,0,12,9/29/2020,2890,0,0.000346021,0.000692042,0,0.004152249,1,,0
1064486,10/31/2012,2,2,3,0,0,9/29/2020,2890,0.000692042,0.000692042,0.001038062,0,0,1,2,1
1064504,10/31/2012,0,1,0,0,2,9/29/2020,2890,0,0.000346021,0,0,0.000692042,1,,0
1064534,10/31/2012,2,1,1,0,3,9/29/2020,2890,0.000692042,0.000346021,0.000346021,0,0.001038062,1,2,0
1064541,10/31/2012,4,7,0,0,1,9/29/2020,2890,0.001384083,0.002422145,0,0,0.000346021,7,4,0
1064548,10/31/2012,0,1,4,0,2,9/29/2020,2890,0,0.000346021,0.001384083,0,0.000692042,1,,0
1064574,10/31/2012,3,1,0,0,0,9/29/2020,2890,0.001038062,0.000346021,0,0,0,1,3,0
1064607,10/31/2012,1,0,0,0,0,9/29/2020,2890,0.000346021,0,0,0,0,,1,0
1064609,4/16/2016,6,2,0,0,0,9/29/2020,1627,0.003687769,0.001229256,0,0,0,2,6,0
1064614,10/31/2012,0,6,1,0,3,9/29/2020,2890,0,0.002076125,0.000346021,0,0.001038062,4,,2
1064648,10/31/2012,2,0,0,0,0,9/29/2020,2890,0.000692042,0,0,0,0,,2,0
1064673,10/31/2012,0,2,0,0,0,9/29/2020,2890,0,0.000692042,0,0,0,2,,0
1064698,10/31/2012,5,31,0,0,0,9/29/2020,2890,0.001730104,0.010726644,0,0,0,4,5,27
1064700,10/31/2012,0,1,1,0,1,9/29/2020,2890,0,0.000346021,0.000346021,0,0.000346021,1,,0
1064707,10/31/2012,0,1,0,0,0,9/29/2020,2890,0,0.000346021,0,0,0,1,,0
1064709,10/31/2012,4,3,2,0,0,9/29/2020,2890,0.001384083,0.001038062,0.000692042,0,0,2,4,1
1064723,10/31/2012,1,1,0,0,1,9/29/2020,2890,0.000346021,0.000346021,0,0,0.000346021,1,1,0
1064734,10/31/2012,0,1,0,0,7,9/29/2020,2890,0,0.000346021,0,0,0.002422145,1,,0
1064751,10/31/2012,1,0,0,0,3,9/29/2020,2890,0.000346021,0,0,0,0.001038062,,1,0
1064756,10/31/2012,1,0,0,0,0,9/29/2020,2890,0.000346021,0,0,0,0,,1,0
1064762,10/31/2012,1,2,1,0,0,9/29/2020,2890,0.000346021,0.000692042,0.000346021,0,0,2,1,0
1064797,10/31/2012,2,3,5,0,3,9/29/2020,2890,0.000692042,0.001038062,0.001730104,0,0.001038062,3,2,0
1064804,4/3/2019,0,2,0,1,3,9/29/2020,545,0,0.003669725,0,0.001834862,0.005504587,2,,0
1064880,10/31/2012,0,2,1,1,0,9/29/2020,2890,0,0.000692042,0.000346021,0.000346021,0,,,2
1064896,10/31/2012,0,1,0,0,0,9/29/2020,2890,0,0.000346021,0,0,0,1,,0
1064904,10/31/2012,1,0,0,0,0,9/29/2020,2890,0.000346021,0,0,0,0,,1,0
1064976,11/1/2012,0,3,0,0,0,9/29/2020,2889,0,0.001038422,0,0,0,3,,0
1064982,11/1/2012,0,1,0,0,0,9/29/2020,2889,0,0.000346141,0,0,0,1,,0
1064983,11/1/2012,0,2,1,2,1,9/29/2020,2889,0,0.000692281,0.000346141,0.000692281,0.000346141,1,,1
1065024,6/16/2015,0,3,3,1,3,9/29/2020,1932,0,0.001552795,0.001552795,0.000517598,0.001552795,3,,0
1065084,11/1/2012,1,0,2,0,1,9/29/2020,2889,0.000346141,0,0.000692281,0,0.000346141,,1,0
1065101,11/1/2012,1,0,2,0,1,9/29/2020,2889,0.000346141,0,0.000692281,0,0.000346141,1,,0
1065147,11/1/2012,0,1,2,1,3,9/29/2020,2889,0,0.000346141,0.000692281,0.000346141,0.001038422,1,,0
1065156,11/1/2012,0,2,3,0,17,9/29/2020,2889,0,0.000692281,0.001038422,0,0.005884389,1,,1
1065159,11/1/2012,0,2,0,1,0,9/29/2020,2889,0,0.000692281,0,0.000346141,0,1,,1
1065169,11/1/2012,1,0,0,0,0,9/29/2020,2889,0.000346141,0,0,0,0,,1,0
1065191,11/1/2012,0,1,1,1,2,9/29/2020,2889,0,0.000346141,0.000346141,0.000346141,0.000692281,,,1
1065219,11/1/2012,0,1,1,0,13,9/29/2020,2889,0,0.000346141,0.000346141,0,0.004499827,,,1
1065252,11/1/2012,2,1,1,0,1,9/29/2020,2889,0.000692281,0.000346141,0.000346141,0,0.000346141,1,2,0
1065280,11/1/2012,0,2,1,0,1,9/29/2020,2889,0,0.000692281,0.000346141,0,0.000346141,2,,0
1065286,11/1/2012,1,2,1,0,1,9/29/2020,2889,0.000346141,0.000692281,0.000346141,0,0.000346141,1,1,1
1065350,11/1/2012,0,2,2,0,3,9/29/2020,2889,0,0.000692281,0.000692281,0,0.001038422,1,,1
1065367,11/1/2012,1,1,0,0,0,9/29/2020,2889,0.000346141,0.000346141,0,0,0,,1,1
1065402,11/1/2012,0,3,0,0,0,9/29/2020,2889,0,0.001038422,0,0,0,3,,0
1065410,11/1/2012,1,2,1,0,4,9/29/2020,2889,0.000346141,0.000692281,0.000346141,0,0.001384562,2,1,0
1065449,11/1/2012,0,2,5,0,15,9/29/2020,2889,0,0.000692281,0.001730703,0,0.005192108,2,,0
1065452,11/1/2012,0,1,1,0,3,9/29/2020,2889,0,0.000346141,0.000346141,0,0.001038422,1,,0
1065478,11/1/2012,7,2,0,0,20,9/29/2020,2889,0.002422984,0.000692281,0,0,0.006922811,2,7,0
1065512,11/1/2012,0,2,0,0,6,9/29/2020,2889,0,0.000692281,0,0,0.002076843,2,,0
1065548,1/21/2014,1,1,0,0,0,9/29/2020,2443,0.000409333,0.000409333,0,0,0,1,1,0
1065563,11/1/2012,2,0,0,0,0,9/29/2020,2889,0.000692281,0,0,0,0,,2,0
1065570,11/1/2012,1,6,0,0,3,9/29/2020,2889,0.000346141,0.002076843,0,0,0.001038422,3,1,3
1065578,11/1/2012,1,1,1,0,3,9/29/2020,2889,0.000346141,0.000346141,0.000346141,0,0.001038422,1,1,0
1065659,11/2/2012,0,1,0,0,0,9/29/2020,2888,0,0.00034626,0,0,0,1,,0
1065666,11/2/2012,0,2,0,0,4,9/29/2020,2888,0,0.000692521,0,0,0.001385042,1,,1
1065799,11/2/2012,1,0,1,0,0,9/29/2020,2888,0.00034626,0,0.00034626,0,0,,1,0
1065817,11/2/2012,0,1,2,0,0,9/29/2020,2888,0,0.00034626,0.000692521,0,0,1,,0
1066025,11/2/2012,3,0,2,0,3,9/29/2020,2888,0.001038781,0,0.000692521,0,0.001038781,,3,0
1066147,11/2/2012,0,2,0,0,1,9/29/2020,2888,0,0.000692521,0,0,0.00034626,,,2
1066298,2/6/2017,3,0,0,0,0,9/29/2020,1331,0.002253944,0,0,0,0,,3,0
1066368,11/2/2012,0,2,5,0,2,9/29/2020,2888,0,0.000692521,0.001731302,0,0.000692521,1,,1
1066394,11/2/2012,0,3,2,2,9,9/29/2020,2888,0,0.001038781,0.000692521,0.000692521,0.003116343,2,,1
1066454,11/2/2012,0,1,0,0,0,9/29/2020,2888,0,0.00034626,0,0,0,,,1
1066546,6/2/2016,2,7,0,0,0,9/29/2020,1580,0.001265823,0.00443038,0,0,0,7,2,0
1066591,4/3/2017,0,2,5,0,0,9/29/2020,1275,0,0.001568627,0.003921569,0,0,,,2
1066636,11/2/2012,0,1,0,0,0,9/29/2020,2888,0,0.00034626,0,0,0,1,,0
1066807,11/2/2012,1,0,0,0,0,9/29/2020,2888,0.00034626,0,0,0,0,,1,0
1066856,11/2/2012,1,1,0,0,0,9/29/2020,2888,0.00034626,0.00034626,0,0,0,1,1,0
1066943,11/2/2012,2,1,0,0,0,9/29/2020,2888,0.000692521,0.00034626,0,0,0,1,2,0
1067132,11/2/2012,1,4,1,0,1,9/29/2020,2888,0.00034626,0.001385042,0.00034626,0,0.00034626,4,1,0
1067163,11/2/2012,4,1,0,0,1,9/29/2020,2888,0.001385042,0.00034626,0,0,0.00034626,1,4,0
1067174,11/2/2012,7,0,0,0,6,9/29/2020,2888,0.002423823,0,0,0,0.002077562,,7,0
1067582,11/3/2012,4,13,0,0,6,9/29/2020,2887,0.001385521,0.004502944,0,0,0.002078282,13,4,0
1067588,7/31/2019,3,2,2,2,1,9/29/2020,426,0.007042254,0.004694836,0.004694836,0.004694836,0.002347418,1,3,1
1067647,11/3/2012,0,2,1,1,2,9/29/2020,2887,0,0.000692761,0.00034638,0.00034638,0.000692761,1,,1
1067654,11/3/2012,1,0,0,0,1,9/29/2020,2887,0.00034638,0,0,0,0.00034638,,1,0
1067679,5/15/2014,2,0,1,0,4,9/29/2020,2329,0.000858738,0,0.000429369,0,0.001717475,2,,0
1067806,11/3/2012,0,22,0,0,0,9/29/2020,2887,0,0.007620367,0,0,0,,,22
1067892,11/3/2012,0,2,3,0,0,9/29/2020,2887,0,0.000692761,0.001039141,0,0,2,,0
1067896,11/4/2012,4,1,2,0,9,9/29/2020,2886,0.001386001,0.0003465,0.000693001,0,0.003118503,1,4,0
1068184,11/4/2012,0,2,1,0,2,9/29/2020,2886,0,0.000693001,0.0003465,0,0.000693001,2,,0
1068237,11/4/2012,0,3,0,1,0,9/29/2020,2886,0,0.001039501,0,0.0003465,0,2,,1
1068276,11/4/2012,0,1,0,0,0,9/29/2020,2886,0,0.0003465,0,0,0,1,,0
1068299,11/4/2012,0,1,0,0,2,9/29/2020,2886,0,0.0003465,0,0,0.000693001,1,,0
1068355,11/4/2012,1,1,0,0,5,9/29/2020,2886,0.0003465,0.0003465,0,0,0.001732502,1,1,0
1068546,5/8/2017,0,2,1,0,0,9/29/2020,1240,0,0.001612903,0.000806452,0,0,1,,1
1068766,11/5/2012,0,1,0,1,2,9/29/2020,2885,0,0.00034662,0,0.00034662,0.000693241,1,,0
1068876,3/6/2014,0,2,2,0,9,9/29/2020,2399,0,0.000833681,0.000833681,0,0.003751563,2,,0
1068884,11/5/2012,0,1,0,0,3,9/29/2020,2885,0,0.00034662,0,0,0.001039861,,,1
1068923,1/24/2014,0,3,0,0,2,9/29/2020,2440,0,0.001229508,0,0,0.000819672,2,,1
1069047,11/6/2012,0,2,0,0,0,9/29/2020,2884,0,0.000693481,0,0,0,2,,0
1069196,11/6/2012,1,0,0,0,0,9/29/2020,2884,0.000346741,0,0,0,0,,1,0
1069246,4/7/2015,0,2,0,0,8,9/29/2020,2002,0,0.000999001,0,0,0.003996004,2,,0
1069567,5/24/2019,0,1,1,2,0,9/29/2020,494,0,0.002024291,0.002024291,0.004048583,0,1,,0
1069615,11/6/2012,0,1,0,0,5,9/29/2020,2884,0,0.000346741,0,0,0.001733703,,,1
1069667,11/7/2012,1,0,0,0,0,9/29/2020,2883,0.000346861,0,0,0,0,,1,0
1069706,11/7/2012,2,0,0,0,1,9/29/2020,2883,0.000693722,0,0,0,0.000346861,,2,0
1069711,11/7/2012,0,8,4,0,8,9/29/2020,2883,0,0.002774887,0.001387444,0,0.002774887,6,,2
1069726,11/7/2012,4,0,2,0,0,9/29/2020,2883,0.001387444,0,0.000693722,0,0,,4,0
1069733,11/7/2012,0,1,2,0,1,9/29/2020,2883,0,0.000346861,0.000693722,0,0.000346861,1,,0
1069751,11/7/2012,1,0,0,0,0,9/29/2020,2883,0.000346861,0,0,0,0,,1,0
1069766,6/1/2017,4,1,3,4,12,9/29/2020,1216,0.003289474,0.000822368,0.002467105,0.003289474,0.009868421,1,4,0
1069799,11/7/2012,2,0,0,0,7,9/29/2020,2883,0.000693722,0,0,0,0.002428026,,2,0
1069826,11/7/2012,14,2,0,0,6,9/29/2020,2883,0.004856053,0.000693722,0,0,0.002081165,2,14,0
1069843,11/7/2012,2,0,0,0,0,9/29/2020,2883,0.000693722,0,0,0,0,,2,0
1069901,11/7/2012,0,2,0,0,0,9/29/2020,2883,0,0.000693722,0,0,0,2,,0
1069944,11/7/2012,1,1,13,0,0,9/29/2020,2883,0.000346861,0.000346861,0.004509192,0,0,1,1,0
1070012,11/7/2012,1,1,0,0,0,9/29/2020,2883,0.000346861,0.000346861,0,0,0,1,1,0
1070022,11/7/2012,7,0,0,0,0,9/29/2020,2883,0.002428026,0,0,0,0,,7,0
1070040,11/7/2012,1,1,0,0,0,9/29/2020,2883,0.000346861,0.000346861,0,0,0,1,1,0
1070067,11/7/2012,1,0,0,0,0,9/29/2020,2883,0.000346861,0,0,0,0,,1,0
1070079,11/7/2012,1,0,0,0,0,9/29/2020,2883,0.000346861,0,0,0,0,,1,0
1070099,2/29/2016,0,1,1,0,2,9/29/2020,1674,0,0.000597372,0.000597372,0,0.001194743,1,,0
1070106,11/7/2012,0,5,3,0,6,9/29/2020,2883,0,0.001734305,0.001040583,0,0.002081165,5,,0
1070122,11/7/2012,2,1,0,0,3,9/29/2020,2883,0.000693722,0.000346861,0,0,0.001040583,1,2,0
1070161,11/7/2012,0,2,0,0,0,9/29/2020,2883,0,0.000693722,0,0,0,,,2
1070164,11/7/2012,0,4,2,3,10,9/29/2020,2883,0,0.001387444,0.000693722,0.001040583,0.003468609,2,,2
1070190,11/7/2012,0,3,0,0,0,9/29/2020,2883,0,0.001040583,0,0,0,,,3
1070227,11/7/2012,0,6,6,0,3,9/29/2020,2883,0,0.002081165,0.002081165,0,0.001040583,6,,0
1070250,11/7/2012,0,1,1,3,3,9/29/2020,2883,0,0.000346861,0.000346861,0.001040583,0.001040583,1,,0
1070253,11/7/2012,0,1,2,0,2,9/29/2020,2883,0,0.000346861,0.000693722,0,0.000693722,1,,0
1070308,11/7/2012,1,0,0,0,1,9/29/2020,2883,0.000346861,0,0,0,0.000346861,,1,0
1070344,11/7/2012,0,1,0,0,0,9/29/2020,2883,0,0.000346861,0,0,0,1,,0
1070345,11/7/2012,0,1,1,0,0,9/29/2020,2883,0,0.000346861,0.000346861,0,0,1,,0
1070361,11/7/2012,7,2,0,0,0,9/29/2020,2883,0.002428026,0.000693722,0,0,0,2,7,0
1070391,11/7/2012,3,2,0,0,2,9/29/2020,2883,0.001040583,0.000693722,0,0,0.000693722,1,3,1
1070419,2/6/2014,2,0,1,16,4,9/29/2020,2427,0.000824063,0,0.000412031,0.006592501,0.001648125,,2,0
1070427,11/7/2012,0,1,0,0,0,9/29/2020,2883,0,0.000346861,0,0,0,1,,0
1070434,11/7/2012,0,1,0,0,3,9/29/2020,2883,0,0.000346861,0,0,0.001040583,1,,0
1070511,11/7/2012,2,0,0,0,1,9/29/2020,2883,0.000693722,0,0,0,0.000346861,,2,0
1070532,11/7/2012,1,0,0,0,0,9/29/2020,2883,0.000346861,0,0,0,0,,1,0
1070605,11/7/2012,4,1,0,0,1,9/29/2020,2883,0.001387444,0.000346861,0,0,0.000346861,1,4,0
1070613,11/7/2012,0,1,2,0,2,9/29/2020,2883,0,0.000346861,0.000693722,0,0.000693722,1,,0
1070629,11/7/2012,0,2,0,0,11,9/29/2020,2883,0,0.000693722,0,0,0.00381547,2,,0
1070638,1/22/2019,0,1,3,0,0,9/29/2020,616,0,0.001623377,0.00487013,0,0,1,,0
1070672,11/7/2012,2,1,4,4,6,9/29/2020,2883,0.000693722,0.000346861,0.001387444,0.001387444,0.002081165,2,1,0
1070710,11/7/2012,1,0,1,0,2,9/29/2020,2883,0.000346861,0,0.000346861,0,0.000693722,,1,0
1070770,11/8/2012,1,1,2,0,0,9/29/2020,2882,0.000346981,0.000346981,0.000693963,0,0,1,1,0
1070838,11/8/2012,1,0,0,0,0,9/29/2020,2882,0.000346981,0,0,0,0,,1,0
1071224,11/9/2012,0,1,0,0,0,9/29/2020,2881,0,0.000347102,0,0,0,1,,0
1071345,11/9/2012,2,1,0,0,0,9/29/2020,2881,0.000694203,0.000347102,0,0,0,1,2,0
1071349,11/9/2012,0,1,1,1,5,9/29/2020,2881,0,0.000347102,0.000347102,0.000347102,0.001735509,,,1
1071564,11/9/2012,2,6,6,3,3,9/29/2020,2881,0.000694203,0.00208261,0.00208261,0.001041305,0.001041305,6,1,1
1071577,11/9/2012,0,2,2,4,4,9/29/2020,2881,0,0.000694203,0.000694203,0.001388407,0.001388407,2,,0
1071645,11/10/2012,11,12,1,7,1,9/29/2020,2880,0.003819444,0.004166667,0.000347222,0.002430556,0.000347222,7,11,5
1071682,11/10/2012,0,1,1,0,3,9/29/2020,2880,0,0.000347222,0.000347222,0,0.001041667,,,1
1071918,11/11/2012,0,9,4,20,7,9/29/2020,2879,0,0.003126085,0.001389371,0.006946857,0.0024314,6,,3
1071931,11/11/2012,0,1,0,0,1,9/29/2020,2879,0,0.000347343,0,0,0.000347343,1,,0
1072167,11/12/2012,0,1,4,2,2,9/29/2020,2878,0,0.000347464,0.001389854,0.000694927,0.000694927,1,,0
1072207,11/12/2012,2,4,0,0,0,9/29/2020,2878,0.000694927,0.001389854,0,0,0,6,,0
1072287,11/12/2012,1,8,1,0,1,9/29/2020,2878,0.000347464,0.002779708,0.000347464,0,0.000347464,,1,8
1072440,11/12/2012,1,0,0,1,0,9/29/2020,2878,0.000347464,0,0,0.000347464,0,,1,0
1072492,11/12/2012,11,2,0,0,0,9/29/2020,2878,0.003822099,0.000694927,0,0,0,2,11,0
1072502,11/12/2012,1,1,1,0,1,9/29/2020,2878,0.000347464,0.000347464,0.000347464,0,0.000347464,1,1,0
1072597,11/12/2012,9,1,0,0,4,9/29/2020,2878,0.003127172,0.000347464,0,0,0.001389854,1,9,0
1072731,1/30/2018,0,2,0,1,3,9/29/2020,973,0,0.002055498,0,0.001027749,0.003083248,1,,1
1072896,11/13/2012,3,11,5,0,11,9/29/2020,2877,0.001042753,0.003823427,0.001737921,0,0.003823427,11,3,0
1073054,11/13/2012,0,3,2,0,0,9/29/2020,2877,0,0.001042753,0.000695169,0,0,3,,0
1073083,11/13/2012,2,5,2,0,1,9/29/2020,2877,0.000695169,0.001737921,0.000695169,0,0.000347584,5,2,0
1073301,11/14/2012,3,2,0,0,0,9/29/2020,2876,0.001043115,0.00069541,0,0,0,2,3,0
1073331,11/14/2012,0,1,1,0,10,9/29/2020,2876,0,0.000347705,0.000347705,0,0.003477051,1,,0
1073401,6/13/2017,0,1,1,0,0,9/29/2020,1204,0,0.000830565,0.000830565,0,0,1,,0
1073419,11/14/2012,0,3,0,1,13,9/29/2020,2876,0,0.001043115,0,0.000347705,0.004520167,3,,0
1073432,11/14/2012,0,1,0,5,5,9/29/2020,2876,0,0.000347705,0,0.001738526,0.001738526,1,,0
1073601,11/14/2012,2,3,0,2,13,9/29/2020,2876,0.00069541,0.001043115,0,0.00069541,0.004520167,3,2,0
1073761,11/15/2012,0,1,1,0,0,9/29/2020,2875,0,0.000347826,0.000347826,0,0,1,,0
1074033,11/15/2012,0,1,1,2,0,9/29/2020,2875,0,0.000347826,0.000347826,0.000695652,0,1,,0
1074174,11/15/2012,2,0,0,0,3,9/29/2020,2875,0.000695652,0,0,0,0.001043478,,2,0
1074191,11/15/2012,1,15,1,0,1,9/29/2020,2875,0.000347826,0.005217391,0.000347826,0,0.000347826,15,1,0
1074399,11/16/2012,1,0,0,0,2,9/29/2020,2874,0.000347947,0,0,0,0.000695894,,1,0
1074468,11/16/2012,0,1,14,3,25,9/29/2020,2874,0,0.000347947,0.00487126,0.001043841,0.008698678,1,,0
1074626,7/2/2018,0,1,1,0,10,9/29/2020,820,0,0.001219512,0.001219512,0,0.012195122,,,1
1075119,11/19/2012,0,2,2,0,3,9/29/2020,2871,0,0.000696621,0.000696621,0,0.001044932,2,,0
1075193,11/19/2012,5,0,0,0,0,9/29/2020,2871,0.001741553,0,0,0,0,,5,0
1075244,11/19/2012,17,1,2,3,3,9/29/2020,2871,0.005921282,0.000348311,0.000696621,0.001044932,0.001044932,1,17,0
1075457,5/27/2018,0,2,0,0,2,9/29/2020,856,0,0.002336449,0,0,0.002336449,,,2
1075473,11/20/2012,1,0,0,0,0,9/29/2020,2870,0.000348432,0,0,0,0,,1,0
1075679,11/20/2012,1,0,0,0,1,9/29/2020,2870,0.000348432,0,0,0,0.000348432,,1,0
1075754,11/20/2012,1,2,0,0,0,9/29/2020,2870,0.000348432,0.000696864,0,0,0,2,1,0
1075862,11/20/2012,8,5,1,0,7,9/29/2020,2870,0.002787456,0.00174216,0.000348432,0,0.002439024,4,8,1
1075883,11/20/2012,1,2,0,0,3,9/29/2020,2870,0.000348432,0.000696864,0,0,0.001045296,2,1,0
1076081,11/21/2012,0,1,0,0,0,9/29/2020,2869,0,0.000348554,0,0,0,1,,0
1076771,11/25/2012,7,4,0,0,0,9/29/2020,2865,0.002443281,0.001396161,0,0,0,2,7,2
1077030,11/26/2012,0,2,0,0,0,9/29/2020,2864,0,0.000698324,0,0,0,1,,1
1077297,7/11/2014,1,1,0,0,2,9/29/2020,2272,0.000440141,0.000440141,0,0,0.000880282,1,1,0
1077474,11/27/2012,14,1,0,0,0,9/29/2020,2863,0.004889976,0.000349284,0,0,0,1,14,0
1077579,8/14/2019,0,2,1,0,0,9/29/2020,412,0,0.004854369,0.002427184,0,0,1,,1
1077829,2/29/2016,4,2,0,0,0,9/29/2020,1674,0.002389486,0.001194743,0,0,0,2,4,0
1078104,2/19/2016,1,1,0,0,0,9/29/2020,1684,0.000593824,0.000593824,0,0,0,1,1,0
1078328,11/28/2012,2,2,5,1,16,9/29/2020,2862,0.000698812,0.000698812,0.00174703,0.000349406,0.005590496,2,2,0
1078691,11/29/2012,3,0,0,0,0,9/29/2020,2861,0.001048584,0,0,0,0,,3,0
1079303,12/1/2012,0,2,0,0,2,9/29/2020,2859,0,0.000699545,0,0,0.000699545,1,,1
1079340,5/13/2015,3,3,0,0,2,9/29/2020,1966,0.001525941,0.001525941,0,0,0.001017294,2,3,1
1080068,12/3/2012,1,1,2,0,4,9/29/2020,2857,0.000350018,0.000350018,0.000700035,0,0.00140007,1,1,0
1080129,6/11/2015,1,1,0,0,0,9/29/2020,1937,0.000516262,0.000516262,0,0,0,1,1,0
1080157,12/3/2012,0,1,1,0,3,9/29/2020,2857,0,0.000350018,0.000350018,0,0.001050053,1,,0
1080185,12/3/2012,1,0,0,0,4,9/29/2020,2857,0.000350018,0,0,0,0.00140007,,1,0
1080285,12/3/2012,2,0,0,0,0,9/29/2020,2857,0.000700035,0,0,0,0,,2,0
1080356,12/3/2012,2,0,0,0,0,9/29/2020,2857,0.000700035,0,0,0,0,,2,0
1080410,12/3/2012,1,0,0,0,0,9/29/2020,2857,0.000350018,0,0,0,0,,1,0
1080431,12/3/2012,1,0,0,0,1,9/29/2020,2857,0.000350018,0,0,0,0.000350018,,1,0
1080488,12/3/2012,2,2,0,0,1,9/29/2020,2857,0.000700035,0.000700035,0,0,0.000350018,2,2,0
1080656,12/3/2012,0,1,0,0,5,9/29/2020,2857,0,0.000350018,0,0,0.001750088,1,,0
1080774,12/3/2012,0,3,14,4,0,9/29/2020,2857,0,0.001050053,0.004900245,0.00140007,0,3,,0
1080841,12/3/2012,2,0,0,0,0,9/29/2020,2857,0.000700035,0,0,0,0,,2,0
1080863,12/3/2012,0,1,0,0,0,9/29/2020,2857,0,0.000350018,0,0,0,,,1
1081291,12/3/2012,0,2,0,0,0,9/29/2020,2857,0,0.000700035,0,0,0,2,,0
1081298,3/7/2013,0,2,0,0,1,9/29/2020,2763,0,0.000723851,0,0,0.000361925,1,,1
1081520,12/3/2012,0,1,0,1,2,9/29/2020,2857,0,0.000350018,0,0.000350018,0.000700035,1,,0
1081551,11/22/2014,1,0,0,0,0,9/29/2020,2138,0.000467727,0,0,0,0,,1,0
1081634,1/23/2014,1,0,1,1,1,9/29/2020,2441,0.000409668,0,0.000409668,0.000409668,0.000409668,,1,0
